ingresos_mensuales,deuda_activa,historial_pagos,antiguedad_laboral,creditos_activos,monto_solicitado,atrasos_previos,dependientes_economicos,utilizacion_credito,en_riesgo
8247.56,10844.05,56.4,35.3,1.0,18046.08,4.0,0.0,43.4,0
7276.46,30246.47,80.6,0.4,3.0,11474.15,3.0,4.0,39.2,1
8281.17,4293.37,66.3,6.5,0.0,15157.89,5.0,4.0,50.5,1
6363.41,29263.15,66.2,0.3,4.0,16187.33,7.0,3.0,11.3,1
,29884.54,55.0,,6.0,32452.57,3.0,2.0,113.6,1
4176.34,25740.81,39.7,,3.0,12771.13,0.0,1.0,50.8,0
7683.06,11809.73,62.6,5.6,0.0,2705.93,1.0,4.0,98.1,0
8638.94,10651.29,64.1,1.3,0.0,28638.76,1.0,1.0,42.7,0
4357.02,16109.5,76.5,2.7,5.0,17392.58,3.0,2.0,53.0,1
6665.86,,78.3,4.0,0.0,,0.0,5.0,78.4,0
4504.47,9344.75,64.9,3.8,2.0,40388.99,2.0,4.0,21.1,0
4815.18,23802.61,87.1,2.7,5.0,25858.54,5.0,5.0,49.1,0
2900.23,23844.14,54.8,0.5,3.0,43115.45,5.0,1.0,77.4,1
10550.48,8553.83,31.2,9.0,6.0,24182.24,5.0,0.0,46.0,1
9910.19,24085.1,73.5,0.5,6.0,37083.48,5.0,4.0,38.5,1
,22088.73,65.8,10.8,4.0,18430.87,0.0,3.0,83.2,0
12811.03,31588.98,73.9,21.0,6.0,26292.29,7.0,4.0,91.2,1
5894.41,23122.23,35.2,0.9,0.0,13804.38,2.0,5.0,95.7,1
,27527.23,102.4,3.1,1.0,15229.61,0.0,2.0,33.1,0
5771.91,22293.7,78.6,0.5,1.0,22304.0,6.0,0.0,35.8,1
7316.62,26819.36,56.7,6.2,6.0,9057.59,3.0,5.0,38.8,0
5227.11,6415.95,42.4,2.8,4.0,26912.32,2.0,1.0,72.1,0
7691.44,16904.3,86.7,8.1,1.0,21366.88,3.0,0.0,18.5,0
9173.97,17649.16,38.8,0.9,1.0,27814.96,4.0,3.0,20.1,1
6135.47,15806.25,112.8,1.5,5.0,9241.71,4.0,0.0,32.0,1
12185.5,21994.98,49.5,,6.0,33420.79,0.0,0.0,25.7,0
,23709.42,100.9,0.4,0.0,,0.0,4.0,76.8,0
7365.55,21530.31,58.9,2.0,2.0,42838.4,7.0,0.0,74.9,0
3591.21,16407.51,97.8,3.7,3.0,47846.88,3.0,3.0,38.5,1
7839.2,11378.43,46.8,2.2,1.0,25509.17,7.0,2.0,46.6,1
6071.11,27874.67,63.4,5.8,5.0,20772.07,5.0,0.0,-19.1,1
4553.63,21147.6,80.7,2.5,5.0,30851.0,5.0,5.0,39.2,1
4015.28,8832.48,,2.7,5.0,22141.36,2.0,0.0,86.8,0
15049.64,16256.81,87.2,7.5,5.0,4114.75,6.0,3.0,37.7,1
5656.87,2310.3,52.3,15.4,5.0,34831.59,5.0,0.0,21.4,1
1837.65,18318.34,64.9,0.2,2.0,22187.18,6.0,3.0,90.5,1
4265.69,16214.58,90.5,8.6,2.0,7391.77,2.0,1.0,,0
6334.98,12829.8,47.5,6.4,2.0,18900.61,4.0,5.0,95.3,1
8249.33,32261.4,75.6,11.0,5.0,22460.08,2.0,2.0,132.9,0
8275.35,7594.61,58.2,1.0,4.0,25141.99,7.0,0.0,48.9,0
8665.17,24357.54,67.5,6.5,2.0,25286.14,7.0,0.0,86.8,0
4436.45,37680.37,64.9,2.5,5.0,41428.24,2.0,3.0,5.3,0
7589.41,27695.41,45.7,4.1,1.0,9537.51,0.0,3.0,4.0,1
3696.61,17716.15,57.3,1.0,1.0,23174.27,1.0,1.0,29.7,0
4517.14,,66.2,2.5,0.0,14452.43,2.0,3.0,75.0,0
3563.33,5741.44,60.7,9.5,6.0,40074.02,0.0,4.0,52.0,0
2697.16,,97.6,8.7,1.0,18262.55,7.0,4.0,46.8,1
9905.47,11816.99,85.2,2.7,5.0,20874.04,3.0,4.0,15.9,1
8703.56,11524.08,69.4,8.9,0.0,37596.34,1.0,5.0,48.4,0
9625.33,15063.18,46.2,7.3,0.0,40897.3,4.0,1.0,34.0,1
6625.8,17079.78,44.9,4.0,4.0,,3.0,0.0,26.2,1
8985.78,22366.91,106.4,7.7,0.0,5282.64,1.0,0.0,23.8,0
863.87,6859.83,40.8,9.6,1.0,30794.97,3.0,0.0,57.4,1
9261.88,11859.81,65.5,0.2,2.0,28241.4,4.0,1.0,31.8,0
7066.78,16562.95,70.9,3.0,4.0,24385.29,5.0,0.0,51.8,0
8506.75,,56.2,1.2,0.0,25798.82,1.0,5.0,2.5,0
7716.07,34527.81,41.0,2.7,0.0,40429.29,4.0,2.0,66.1,1
3341.42,20090.22,45.7,3.8,2.0,37463.07,6.0,1.0,58.7,1
1706.27,3477.69,51.0,1.9,4.0,35762.96,5.0,3.0,45.5,1
4221.43,21763.63,47.4,8.3,0.0,27482.97,7.0,2.0,56.5,1
8307.74,22910.97,92.2,0.1,1.0,52247.09,7.0,0.0,78.2,0
,16873.85,62.8,8.6,1.0,20192.53,3.0,5.0,11.4,0
2122.58,7079.43,51.5,8.5,2.0,5608.46,3.0,4.0,53.9,0
3360.48,33822.49,65.4,2.9,1.0,21817.07,3.0,4.0,15.5,1
4185.65,8371.04,77.7,1.8,4.0,25692.85,3.0,5.0,54.5,0
5356.62,23946.95,55.4,17.4,0.0,40638.21,1.0,5.0,44.8,0
2141.44,19800.45,82.8,1.0,6.0,18868.26,7.0,1.0,51.3,1
,23407.29,,0.4,1.0,30894.76,4.0,4.0,75.8,1
3870.13,33361.72,88.8,2.2,6.0,7273.07,1.0,0.0,74.9,0
6776.01,,62.8,2.5,5.0,37977.01,7.0,2.0,82.4,1
2722.1,12972.02,61.9,7.5,2.0,0.0,7.0,4.0,40.9,0
6129.43,27953.93,47.8,1.8,2.0,21633.33,4.0,4.0,71.7,1
9887.37,12320.1,36.0,6.8,6.0,50579.83,7.0,4.0,66.2,1
2334.3,19472.02,26.3,0.9,6.0,37838.88,7.0,4.0,41.6,1
5839.37,6362.25,46.2,1.4,4.0,12521.9,7.0,0.0,55.3,1
9779.22,8700.47,75.9,2.1,0.0,23687.3,7.0,3.0,48.3,1
5161.54,18462.48,41.9,4.7,6.0,57835.83,0.0,3.0,91.1,1
4664.26,21312.78,28.9,4.8,3.0,48745.8,0.0,0.0,74.7,1
10223.19,2678.48,43.0,4.2,0.0,36075.56,4.0,1.0,42.6,1
5520.15,22475.59,54.5,3.3,5.0,2835.42,5.0,2.0,40.6,1
10034.38,10625.14,55.4,13.6,0.0,40985.8,6.0,3.0,78.8,1
7872.69,29517.19,60.2,,2.0,17377.78,5.0,5.0,89.5,1
,14832.32,85.7,0.2,0.0,40882.22,2.0,4.0,60.8,0
8035.01,7887.4,90.5,1.6,3.0,16327.98,7.0,5.0,70.4,0
,18682.24,107.1,2.2,5.0,30865.95,4.0,1.0,88.5,1
9766.83,9753.88,27.3,,0.0,17316.61,5.0,2.0,47.1,1
4745.29,29420.51,44.2,4.8,0.0,20640.64,2.0,1.0,54.3,1
6631.86,18004.77,78.4,5.3,6.0,32466.36,6.0,5.0,65.6,0
6303.15,16634.91,53.0,4.8,1.0,9173.22,1.0,3.0,40.0,0
8753.27,23326.21,81.9,3.9,0.0,53469.02,6.0,3.0,99.6,1
3219.43,8955.47,67.6,0.7,4.0,12673.34,6.0,3.0,39.7,0
9754.33,6397.62,97.7,4.3,1.0,12002.2,5.0,1.0,53.7,1
7992.25,21675.16,85.9,1.3,6.0,32501.61,7.0,5.0,105.7,0
2285.84,8102.96,,13.7,1.0,40503.29,7.0,3.0,-0.1,1
,8099.91,53.9,1.4,3.0,21115.57,0.0,3.0,58.0,0
13649.1,25530.8,60.9,0.4,6.0,12142.37,1.0,4.0,33.5,0
9705.87,22725.58,56.3,,5.0,13931.45,0.0,4.0,52.0,0
11066.35,6715.53,29.9,1.0,0.0,12639.77,2.0,2.0,18.2,1
6773.19,12427.78,95.4,,1.0,28698.16,4.0,4.0,41.6,1
1183.18,9866.42,79.4,7.2,0.0,24160.17,1.0,4.0,52.7,0
598.81,33986.87,55.4,,6.0,30109.99,0.0,3.0,58.7,0
7316.26,26154.09,91.7,9.3,1.0,29378.43,5.0,0.0,77.1,1
4605.67,14212.4,49.1,0.6,0.0,34891.75,5.0,1.0,-13.1,1
3573.36,23185.75,22.6,3.0,2.0,,2.0,0.0,48.5,1
6299.21,5794.32,85.2,0.2,1.0,,5.0,1.0,47.1,0
8469.87,11946.18,34.9,3.2,1.0,26875.53,4.0,0.0,50.2,1
1851.18,18943.77,58.7,8.0,3.0,24340.12,3.0,3.0,52.9,0
5063.59,22070.08,67.5,9.5,6.0,28035.42,0.0,5.0,28.8,0
11331.59,,71.5,1.2,1.0,16459.44,6.0,0.0,8.7,0
3059.08,20232.12,81.7,4.5,6.0,32706.61,4.0,1.0,58.1,1
9283.24,18705.03,75.8,0.0,4.0,10859.52,0.0,0.0,24.2,0
4948.86,16527.8,,2.1,2.0,19715.38,1.0,0.0,63.3,0
8246.54,15334.69,45.6,3.1,4.0,38548.5,2.0,0.0,25.8,0
10011.45,14163.62,69.5,,2.0,11424.22,1.0,3.0,71.4,0
8872.1,20087.44,29.9,,1.0,37602.92,6.0,5.0,50.5,1
9409.31,21697.34,97.4,,1.0,8090.81,7.0,4.0,52.4,1
2814.9,19785.23,32.1,0.0,0.0,5977.29,0.0,4.0,45.1,1
10063.71,7392.63,55.4,7.1,4.0,7073.65,1.0,0.0,40.6,0
3771.38,,34.0,6.8,0.0,26401.67,2.0,5.0,45.5,0
7330.53,21589.94,46.9,1.5,1.0,33755.15,7.0,3.0,85.1,1
7326.39,31245.06,63.3,4.0,0.0,40511.13,4.0,5.0,9.0,0
8052.39,19371.74,51.4,,0.0,39554.45,7.0,2.0,33.9,1
7578.26,14294.98,88.2,,6.0,35352.38,1.0,4.0,81.6,0
3799.81,20019.06,68.0,1.3,0.0,15018.6,0.0,2.0,75.0,0
2180.42,7768.61,52.8,2.6,4.0,14913.96,3.0,3.0,89.6,1
9291.52,29780.49,60.1,8.7,2.0,34453.51,6.0,0.0,50.3,0
7094.67,19679.35,89.8,13.5,0.0,42055.7,6.0,2.0,15.1,0
10178.01,11974.89,83.0,,2.0,12626.31,3.0,1.0,21.0,0
6356.85,16498.84,37.9,0.1,0.0,40527.99,2.0,4.0,43.6,0
,13256.67,48.0,0.8,2.0,1955.95,0.0,4.0,73.3,0
9591.61,29805.03,73.4,2.6,5.0,29679.1,3.0,5.0,44.9,0
5314.81,16179.84,70.8,4.2,4.0,23754.31,4.0,2.0,42.7,0
7594.41,19398.29,39.9,1.4,5.0,22549.72,0.0,4.0,63.1,1
4428.13,23163.54,79.5,5.5,4.0,25375.25,7.0,5.0,52.8,1
11761.77,11333.1,,1.8,6.0,14755.24,5.0,2.0,39.7,1
3694.99,19743.39,91.7,3.9,0.0,30352.94,2.0,5.0,24.0,0
5420.22,20469.92,74.6,,1.0,25728.02,2.0,4.0,78.5,0
6843.84,4013.29,38.1,5.1,2.0,36223.74,2.0,1.0,81.3,1
3005.02,20274.27,51.4,,3.0,44084.68,6.0,2.0,22.4,0
7557.66,17588.14,51.0,,5.0,26523.0,5.0,0.0,40.7,1
11658.11,19169.7,66.5,6.9,0.0,15175.38,0.0,2.0,,0
,18320.67,58.5,1.9,0.0,11345.21,2.0,2.0,20.1,0
7764.46,20332.53,37.8,3.4,5.0,45379.02,6.0,1.0,62.2,1
-2298.19,30036.09,32.3,4.3,3.0,43844.48,2.0,2.0,42.9,1
6375.43,7384.43,75.1,14.6,2.0,35648.46,6.0,0.0,17.9,0
5498.26,14920.63,69.3,5.5,1.0,25718.25,4.0,2.0,101.8,0
3880.81,23999.57,65.3,6.8,4.0,34781.99,6.0,1.0,,1
9960.64,22328.33,69.0,2.2,5.0,40653.58,4.0,1.0,66.7,1
5456.02,22134.65,49.4,4.5,0.0,17584.52,5.0,4.0,20.6,1
5932.07,42782.19,67.0,3.9,0.0,25357.54,3.0,5.0,95.5,1
5292.98,23527.22,118.8,9.6,5.0,11725.17,1.0,1.0,106.5,0
366.19,28178.44,88.8,,6.0,23451.26,7.0,3.0,9.9,0
2877.64,15236.35,56.7,2.1,1.0,43531.28,3.0,5.0,47.4,1
9575.5,9063.79,51.5,0.3,4.0,37942.57,0.0,3.0,89.2,0
-251.84,15171.14,0.1,3.0,5.0,26620.08,3.0,0.0,38.9,1
4047.79,24407.64,86.5,20.2,0.0,-7318.8,3.0,4.0,63.5,1
5220.9,21661.45,80.3,7.0,1.0,17130.49,1.0,0.0,5.0,0
12079.59,21629.26,51.0,2.7,0.0,26228.87,7.0,3.0,29.9,0
8959.53,16070.9,31.5,0.3,5.0,22409.04,3.0,2.0,60.5,1
4717.05,14635.78,37.6,,5.0,25393.27,2.0,3.0,35.5,0
10674.44,16381.28,72.8,1.6,0.0,27911.08,5.0,1.0,41.9,1
4130.35,24520.28,61.0,11.9,1.0,18595.83,5.0,5.0,9.6,1
9729.12,25566.55,78.2,0.1,4.0,24909.63,3.0,0.0,70.3,0
2151.59,8943.83,64.9,3.4,6.0,23206.68,7.0,5.0,14.5,1
9934.43,24861.08,84.3,1.0,5.0,16561.57,7.0,0.0,95.1,1
5200.37,12143.51,71.1,1.1,1.0,47156.05,3.0,1.0,32.9,1
3208.79,22220.29,81.2,28.3,2.0,19282.5,5.0,3.0,74.4,1
5805.14,16272.31,17.0,1.3,0.0,-2050.51,0.0,3.0,71.7,0
7387.5,32092.1,35.8,8.8,1.0,46399.19,3.0,1.0,24.4,1
4916.81,14237.33,,12.2,3.0,14844.69,3.0,1.0,35.9,0
8272.65,19607.51,86.8,4.0,2.0,35798.9,3.0,3.0,39.2,0
4634.42,23459.34,104.4,30.3,4.0,16829.36,6.0,0.0,41.1,1
8485.19,10134.37,59.4,,2.0,31831.34,4.0,0.0,15.7,1
7915.11,17344.29,-26.9,2.0,3.0,24422.23,3.0,2.0,66.9,1
6305.05,15600.74,20.0,1.4,4.0,37003.97,3.0,0.0,32.7,1
,13375.68,82.0,2.4,1.0,22435.55,4.0,0.0,48.8,0
6984.93,14042.49,50.9,4.9,0.0,,1.0,0.0,80.2,0
8260.81,28008.13,128.1,5.7,2.0,28084.24,1.0,4.0,68.0,0
13097.76,12613.04,46.7,2.7,0.0,20410.1,4.0,0.0,34.6,1
9506.15,23097.67,109.3,11.2,1.0,1849.93,2.0,1.0,81.1,0
9623.17,20831.36,79.5,0.1,2.0,17781.99,5.0,4.0,70.6,0
16383.24,5427.18,40.4,5.8,2.0,59425.23,7.0,2.0,32.2,1
8151.07,22672.52,68.1,6.7,1.0,3143.53,2.0,2.0,37.6,0
8050.86,5278.38,80.0,9.6,0.0,27892.6,4.0,3.0,,0
8752.85,23652.83,58.0,6.0,1.0,22085.25,2.0,3.0,73.8,0
3271.31,,81.4,,6.0,47037.04,6.0,2.0,9.9,1
,18075.31,81.0,,5.0,11667.54,1.0,5.0,23.8,0
4880.26,6351.48,76.1,,3.0,26215.64,4.0,1.0,71.5,0
8572.36,19101.44,62.6,4.3,0.0,33234.37,2.0,1.0,19.1,0
5942.64,26342.55,37.2,3.3,2.0,22848.46,6.0,3.0,74.5,1
6942.31,,61.3,1.1,6.0,15789.36,1.0,5.0,106.2,0
9979.85,12535.5,66.9,4.5,5.0,24733.65,1.0,5.0,62.5,0
,22091.59,21.7,19.8,5.0,21286.05,6.0,4.0,26.2,1
5982.49,22316.56,66.7,4.0,1.0,21252.37,4.0,0.0,56.9,1
4356.02,-3907.61,60.9,1.1,2.0,36168.55,5.0,4.0,81.0,0
10132.88,36138.66,34.5,2.3,0.0,29835.39,6.0,0.0,54.8,1
8976.45,22756.98,55.7,3.3,6.0,31621.2,2.0,5.0,65.5,0
1359.98,24272.27,56.1,0.6,0.0,28963.55,1.0,0.0,29.6,0
5497.91,16708.14,105.5,1.2,4.0,36518.56,7.0,0.0,31.7,1
7029.65,1301.82,,9.1,1.0,40651.12,0.0,3.0,,0
8992.26,24072.5,85.8,1.6,3.0,21559.44,5.0,3.0,32.1,1
9412.32,12913.31,60.4,20.9,5.0,34833.63,3.0,2.0,-20.4,0
7408.5,22895.39,21.8,4.7,2.0,9445.74,1.0,2.0,43.4,1
8372.79,16030.79,77.8,9.3,0.0,-2036.67,7.0,4.0,60.8,0
6705.24,20142.35,48.5,3.3,4.0,46916.86,6.0,3.0,81.6,1
4343.67,,55.6,23.7,3.0,20999.7,1.0,4.0,98.1,0
5663.95,25779.5,39.8,1.3,0.0,28029.67,6.0,1.0,54.4,1
6560.77,7304.59,64.6,1.5,0.0,,6.0,3.0,70.4,1
6389.03,38210.12,86.4,3.1,3.0,9743.88,4.0,0.0,55.4,1
466.17,38141.54,83.5,0.9,4.0,16444.67,7.0,1.0,61.9,0
5228.05,32694.3,97.9,2.1,0.0,32714.77,1.0,5.0,46.8,0
6679.86,29479.31,101.0,1.6,4.0,18801.49,0.0,0.0,62.8,0
5599.62,17239.06,18.0,3.6,3.0,20970.51,6.0,2.0,31.6,1
5710.16,28498.92,36.7,1.0,0.0,16065.87,2.0,2.0,107.4,1
8061.57,17134.41,23.2,,4.0,38989.46,0.0,1.0,-15.0,1
3047.34,4018.34,76.9,1.8,4.0,35422.36,7.0,0.0,68.0,1
1290.26,31528.81,47.8,0.5,1.0,19190.22,3.0,0.0,60.9,1
5385.86,28159.42,52.2,3.5,4.0,33209.4,6.0,4.0,62.4,0
8945.17,17717.95,58.2,6.4,1.0,22057.16,6.0,3.0,18.9,1
11900.17,6973.34,,7.5,4.0,20949.41,2.0,3.0,5.0,0
9002.81,12724.19,30.3,2.1,5.0,24403.47,6.0,0.0,69.0,1
1801.56,1609.69,35.3,5.7,6.0,32718.81,3.0,3.0,89.5,1
5756.42,26505.73,63.0,1.0,1.0,14293.61,5.0,1.0,58.2,0
7321.23,3570.22,89.4,2.1,2.0,31028.74,2.0,1.0,74.5,0
7068.29,20581.48,62.4,2.8,0.0,54973.85,0.0,5.0,39.2,0
8225.77,10406.76,45.6,5.0,6.0,27197.45,1.0,2.0,61.3,0
3565.44,5159.67,15.7,10.9,2.0,25428.62,2.0,0.0,86.3,1
6707.82,,84.0,8.1,5.0,23989.99,4.0,3.0,138.0,1
7845.03,14995.81,46.8,6.3,6.0,30738.54,6.0,1.0,85.2,1
9142.15,25543.7,37.8,7.1,3.0,5675.15,1.0,0.0,6.2,0
3921.7,6591.55,25.3,7.3,4.0,45413.01,5.0,4.0,,1
5395.5,11184.17,31.3,1.0,3.0,36774.24,5.0,3.0,67.3,1
-2152.22,-3488.78,41.9,8.0,4.0,17265.81,6.0,1.0,105.3,1
4511.32,-1659.12,57.7,2.1,1.0,25378.57,6.0,4.0,52.4,1
4821.87,34183.73,36.4,0.6,5.0,18311.82,0.0,1.0,23.1,1
3237.33,36752.38,67.1,5.6,0.0,28590.82,1.0,3.0,104.6,0
7029.96,18834.54,57.6,5.0,4.0,25736.21,7.0,3.0,48.5,0
6320.97,10585.54,111.9,10.8,6.0,27743.6,5.0,0.0,70.6,1
-729.48,,25.5,3.1,5.0,12660.14,1.0,4.0,42.6,1
7189.63,25862.17,66.6,1.8,5.0,19221.48,7.0,3.0,56.0,1
3529.36,13370.5,66.8,9.9,4.0,38752.69,2.0,2.0,36.3,0
8054.2,20138.7,40.3,0.5,6.0,18594.5,2.0,4.0,115.2,1
2398.08,17885.2,65.1,1.0,6.0,-6721.93,6.0,4.0,,1
,12880.69,79.9,4.0,1.0,,7.0,2.0,101.5,1
5593.88,13264.27,65.1,,4.0,53937.89,3.0,4.0,29.9,0
7469.93,20639.89,93.5,,3.0,35186.53,5.0,0.0,0.9,1
,9208.01,15.1,5.6,1.0,17990.25,5.0,3.0,43.8,1
5683.47,22065.56,44.5,2.1,5.0,24392.78,1.0,1.0,122.5,1
1583.93,13755.79,95.5,8.7,0.0,33158.31,4.0,3.0,43.0,1
1772.93,19146.31,83.1,0.5,0.0,3924.98,0.0,3.0,81.5,1
4631.56,30455.66,74.9,1.8,0.0,14727.29,6.0,4.0,23.3,0
6473.5,,90.1,3.2,1.0,29780.16,6.0,3.0,28.8,0
4553.61,26278.24,20.8,5.9,3.0,,1.0,0.0,49.8,0
8500.68,1871.7,80.5,0.6,6.0,19728.12,4.0,5.0,111.1,1
5606.49,13766.73,86.4,10.4,6.0,43804.21,0.0,3.0,82.8,0
3411.96,18249.2,48.5,2.6,6.0,15948.12,0.0,0.0,-5.5,1
5610.09,35309.98,120.8,,5.0,-15626.15,5.0,0.0,70.7,0
7222.75,360.43,67.3,3.1,3.0,33925.73,6.0,0.0,19.8,0
7539.63,17134.11,14.8,4.9,5.0,,6.0,1.0,32.9,1
12510.81,31110.2,71.4,7.7,1.0,33834.21,2.0,1.0,66.3,0
4359.49,10934.82,47.2,1.6,4.0,33365.26,7.0,5.0,91.2,1
6264.87,16084.45,88.6,5.3,0.0,27301.0,4.0,4.0,89.8,1
7863.6,20985.65,75.1,,6.0,21894.22,3.0,0.0,61.3,0
6425.05,19660.58,49.8,0.5,6.0,22351.74,2.0,2.0,61.7,0
4898.02,,96.1,,5.0,19475.18,5.0,1.0,89.7,1
1542.38,,83.7,0.3,1.0,20195.31,2.0,2.0,7.9,0
4865.33,29949.96,44.8,8.7,1.0,,3.0,0.0,103.2,1
3064.15,14759.92,59.7,1.4,5.0,10428.3,3.0,1.0,31.4,1
974.86,11335.27,74.4,6.9,3.0,23038.94,2.0,3.0,59.3,0
3953.83,15968.49,55.0,5.4,3.0,-1890.4,3.0,3.0,38.1,0
,7568.07,55.6,13.7,2.0,905.92,0.0,5.0,19.6,0
8368.12,22351.61,63.8,4.0,5.0,20988.61,6.0,5.0,64.9,1
8423.49,14527.1,39.6,8.0,1.0,23460.03,2.0,2.0,58.6,1
3607.59,11953.9,13.9,6.4,3.0,21239.74,3.0,4.0,49.0,1
5667.27,22487.93,68.3,1.0,1.0,-3558.89,1.0,5.0,47.7,0
553.62,7706.56,19.2,4.9,4.0,43628.74,4.0,2.0,94.7,1
4918.11,24934.52,41.2,2.7,1.0,7765.23,2.0,2.0,113.4,1
7776.74,13694.96,24.0,3.6,2.0,15182.07,1.0,3.0,87.1,1
9139.8,,26.7,1.3,1.0,9858.78,2.0,5.0,59.8,0
4218.25,14465.36,72.4,0.3,6.0,40588.37,7.0,4.0,6.2,1
9865.94,,58.1,1.8,1.0,30057.04,6.0,5.0,69.6,1
1649.79,19616.06,57.3,5.8,6.0,19321.08,6.0,4.0,70.8,1
2507.59,,34.1,0.8,6.0,18476.13,1.0,1.0,73.6,0
8770.92,18989.52,48.6,1.2,6.0,27155.12,5.0,1.0,20.1,1
11847.59,3029.42,71.3,12.8,2.0,10041.35,6.0,5.0,75.8,1
,27079.14,61.9,24.4,4.0,29568.87,5.0,2.0,95.7,0
6370.9,17210.85,81.1,2.2,5.0,18416.26,6.0,1.0,24.5,1
-524.59,25105.64,,1.1,0.0,31235.67,1.0,1.0,71.2,0
28.17,,57.5,1.5,0.0,30828.67,3.0,2.0,29.3,1
6914.11,11040.33,22.3,6.9,1.0,17876.66,2.0,3.0,49.1,0
5354.2,9766.84,46.4,0.1,6.0,367.46,5.0,1.0,25.4,1
2961.33,23898.2,60.9,,0.0,,1.0,1.0,42.2,0
6709.7,15270.76,,4.7,5.0,7606.32,2.0,2.0,42.4,0
6868.42,26427.86,39.8,0.4,5.0,25943.62,5.0,1.0,63.5,1
9522.13,,64.5,13.2,6.0,21921.14,0.0,5.0,76.9,0
,27210.69,116.5,3.0,3.0,17944.06,2.0,0.0,86.1,1
10430.86,21809.74,52.3,1.9,3.0,9453.25,5.0,4.0,33.7,0
,20591.77,62.9,1.8,5.0,39241.47,1.0,1.0,62.1,0
6130.93,14633.9,34.1,4.8,4.0,19555.81,4.0,3.0,21.3,1
9905.8,20091.85,90.4,16.1,5.0,53240.21,3.0,1.0,48.9,1
3368.99,28735.67,82.2,6.0,2.0,25419.16,3.0,5.0,53.2,0
15506.23,17512.06,80.7,2.5,6.0,29219.07,2.0,5.0,26.2,0
7700.82,22780.57,92.9,4.7,3.0,25470.55,7.0,2.0,67.7,1
7718.65,18417.24,,1.2,1.0,29098.86,5.0,0.0,47.6,1
8180.31,19121.44,56.3,12.1,5.0,38112.25,5.0,1.0,56.3,0
12506.84,33510.7,100.6,23.1,4.0,38250.72,6.0,4.0,86.3,1
9036.02,28815.57,76.9,4.1,0.0,3800.71,3.0,4.0,40.0,1
1363.82,,14.2,1.6,1.0,35265.97,0.0,0.0,75.8,1
10991.11,,73.0,0.9,0.0,30965.67,0.0,0.0,92.4,0
5409.13,,50.2,25.5,4.0,25430.71,3.0,2.0,90.7,0
6842.9,16443.26,82.8,11.3,6.0,45550.61,7.0,4.0,,0
2406.39,20784.58,72.0,13.1,2.0,46033.2,3.0,4.0,24.8,0
8183.85,25655.52,24.7,0.0,0.0,35855.16,7.0,0.0,,1
4415.6,24742.99,68.9,3.9,5.0,18477.59,4.0,5.0,7.6,1
6820.54,8016.67,,5.7,5.0,10690.2,5.0,1.0,71.2,1
5590.88,26792.84,71.0,11.8,3.0,34052.8,0.0,1.0,72.9,0
12660.04,17201.04,75.7,9.0,1.0,41314.4,6.0,2.0,55.3,0
12843.23,9117.08,95.9,1.1,4.0,656.11,7.0,4.0,13.5,0
6648.84,,-2.5,7.5,2.0,38035.54,4.0,1.0,41.8,1
6704.73,31169.51,63.5,3.4,1.0,21941.61,7.0,3.0,90.6,1
5304.98,20373.72,88.3,12.7,2.0,3291.97,1.0,1.0,69.1,0
10039.22,24379.14,112.3,1.3,0.0,30632.75,3.0,0.0,73.9,0
5447.46,24907.04,83.1,9.1,3.0,35912.64,7.0,0.0,144.6,1
5151.72,30561.95,67.5,0.1,5.0,20783.82,4.0,2.0,61.2,1
9631.5,24552.62,72.5,5.7,5.0,12311.74,5.0,0.0,-8.4,1
4777.44,6050.81,68.6,24.0,5.0,45545.09,3.0,3.0,21.2,0
6379.18,36088.27,63.4,12.5,6.0,16976.36,4.0,4.0,60.6,1
1439.81,27590.91,110.6,0.0,6.0,38913.67,2.0,3.0,52.5,0
8753.41,13414.28,46.5,16.6,1.0,6843.4,5.0,2.0,47.2,1
12710.77,8733.37,88.4,4.9,3.0,29992.06,0.0,1.0,47.7,0
8807.92,22543.32,60.2,1.0,2.0,29650.09,4.0,0.0,30.0,0
11177.76,15495.66,30.4,1.3,4.0,35480.99,7.0,0.0,62.5,1
3792.47,,58.9,4.2,5.0,42915.8,0.0,0.0,,0
7256.24,24690.66,51.0,1.4,6.0,15236.44,3.0,3.0,100.5,1
3481.89,12902.02,75.7,12.0,0.0,31249.3,5.0,1.0,99.7,1
5771.15,7955.03,65.0,,3.0,8601.19,0.0,3.0,25.2,0
,21472.37,40.5,14.0,0.0,8465.02,0.0,2.0,51.4,1
,13199.51,95.4,5.0,2.0,18059.99,1.0,1.0,43.2,0
1979.55,19314.86,87.0,7.2,3.0,29911.93,1.0,2.0,68.6,0
2291.91,5910.06,97.9,1.7,4.0,45122.41,7.0,2.0,49.7,0
2080.28,15730.36,68.2,1.8,5.0,47307.35,1.0,0.0,45.7,0
8072.65,24434.57,62.2,1.9,6.0,20741.3,5.0,0.0,92.7,0
13104.46,23453.39,78.5,0.9,2.0,28666.41,2.0,5.0,54.8,0
10859.87,10904.78,50.3,0.9,3.0,36316.07,4.0,0.0,,0
432.85,7485.62,65.9,6.5,0.0,34184.59,7.0,1.0,63.6,1
11047.44,18141.87,59.1,,0.0,22966.52,6.0,2.0,70.9,0
9496.48,23049.3,30.9,1.6,6.0,25913.26,0.0,2.0,71.1,1
1555.04,21646.58,65.8,5.6,6.0,23677.83,0.0,4.0,95.5,1
5529.75,13390.56,53.3,0.6,6.0,22499.51,2.0,4.0,16.0,0
